"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/24/2020","AQS","130590002","24","6.6","ug/m3 LC","37","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/25/2020","AQS","130590002","24","3.3","ug/m3 LC","18","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/26/2020","AQS","130590002","24","6.4","ug/m3 LC","36","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/27/2020","AQS","130590002","24","6.9","ug/m3 LC","38","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/28/2020","AQS","130590002","24","5.2","ug/m3 LC","29","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/29/2020","AQS","130590002","24","5.3","ug/m3 LC","29","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/30/2020","AQS","130590002","24","7.4","ug/m3 LC","41","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"08/31/2020","AQS","130590002","24","4.8","ug/m3 LC","27","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/01/2020","AQS","130590002","24","6.6","ug/m3 LC","37","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/02/2020","AQS","130590002","24","11.5","ug/m3 LC","55","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/03/2020","AQS","130590002","24","20","ug/m3 LC","71","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/04/2020","AQS","130590002","24","15.8","ug/m3 LC","63","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/05/2020","AQS","130590002","24","6.5","ug/m3 LC","36","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/06/2020","AQS","130590002","24","4.4","ug/m3 LC","24","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/07/2020","AQS","130590002","24","5.5","ug/m3 LC","31","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/08/2020","AQS","130590002","24","6.2","ug/m3 LC","34","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/09/2020","AQS","130590002","24","5.1","ug/m3 LC","28","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/10/2020","AQS","130590002","24","3.7","ug/m3 LC","21","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/11/2020","AQS","130590002","24","3.3","ug/m3 LC","18","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/12/2020","AQS","130590002","24","3.8","ug/m3 LC","21","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/13/2020","AQS","130590002","24","5.5","ug/m3 LC","31","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/14/2020","AQS","130590002","24","5.3","ug/m3 LC","29","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/15/2020","AQS","130590002","24","5.8","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/16/2020","AQS","130590002","24","5.3","ug/m3 LC","29","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/19/2020","AQS","130590002","24","10.8","ug/m3 LC","54","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/20/2020","AQS","130590002","24","3.1","ug/m3 LC","17","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/21/2020","AQS","130590002","24","3.4","ug/m3 LC","19","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/22/2020","AQS","130590002","24","5.6","ug/m3 LC","31","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/23/2020","AQS","130590002","24","6.5","ug/m3 LC","36","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/24/2020","AQS","130590002","24","7.9","ug/m3 LC","44","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/25/2020","AQS","130590002","24","5.8","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/26/2020","AQS","130590002","24","5.9","ug/m3 LC","33","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/27/2020","AQS","130590002","24","6.4","ug/m3 LC","36","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/28/2020","AQS","130590002","24","7.1","ug/m3 LC","39","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/29/2020","AQS","130590002","24","4.8","ug/m3 LC","27","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"09/30/2020","AQS","130590002","24","5","ug/m3 LC","28","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/01/2020","AQS","130590002","24","6.3","ug/m3 LC","35","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/02/2020","AQS","130590002","24","6.4","ug/m3 LC","36","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/03/2020","AQS","130590002","24","5.7","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/04/2020","AQS","130590002","24","7.2","ug/m3 LC","40","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/05/2020","AQS","130590002","24","9.3","ug/m3 LC","51","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/06/2020","AQS","130590002","24","8.6","ug/m3 LC","48","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/07/2020","AQS","130590002","24","11.4","ug/m3 LC","55","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/08/2020","AQS","130590002","24","13.4","ug/m3 LC","59","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/09/2020","AQS","130590002","24","13.2","ug/m3 LC","59","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/10/2020","AQS","130590002","24","9.6","ug/m3 LC","52","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/11/2020","AQS","130590002","24","4.7","ug/m3 LC","26","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/12/2020","AQS","130590002","24","5.8","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/13/2020","AQS","130590002","24","8.7","ug/m3 LC","48","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/14/2020","AQS","130590002","24","5.3","ug/m3 LC","29","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/15/2020","AQS","130590002","24","11.2","ug/m3 LC","55","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/16/2020","AQS","130590002","24","9.1","ug/m3 LC","51","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/17/2020","AQS","130590002","24","3.8","ug/m3 LC","21","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/18/2020","AQS","130590002","24","6.2","ug/m3 LC","34","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/19/2020","AQS","130590002","24","7.8","ug/m3 LC","43","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/20/2020","AQS","130590002","24","8.2","ug/m3 LC","46","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/21/2020","AQS","130590002","24","7.3","ug/m3 LC","41","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/22/2020","AQS","130590002","24","5.4","ug/m3 LC","30","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/23/2020","AQS","130590002","24","4.8","ug/m3 LC","27","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/24/2020","AQS","130590002","24","6.7","ug/m3 LC","37","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/25/2020","AQS","130590002","24","3.4","ug/m3 LC","19","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/26/2020","AQS","130590002","24","4.9","ug/m3 LC","27","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/27/2020","AQS","130590002","24","7.4","ug/m3 LC","41","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/28/2020","AQS","130590002","24","6.8","ug/m3 LC","38","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/29/2020","AQS","130590002","24","4.3","ug/m3 LC","24","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/30/2020","AQS","130590002","24","3.2","ug/m3 LC","18","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"10/31/2020","AQS","130590002","24","4.9","ug/m3 LC","27","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/01/2020","AQS","130590002","24","5.4","ug/m3 LC","30","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/02/2020","AQS","130590002","24","3.6","ug/m3 LC","20","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/03/2020","AQS","130590002","24","4.7","ug/m3 LC","26","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/04/2020","AQS","130590002","24","15.8","ug/m3 LC","63","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/05/2020","AQS","130590002","24","8.3","ug/m3 LC","46","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/06/2020","AQS","130590002","24","7.3","ug/m3 LC","41","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/07/2020","AQS","130590002","24","6.2","ug/m3 LC","34","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/08/2020","AQS","130590002","24","4.3","ug/m3 LC","24","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/09/2020","AQS","130590002","24","3.6","ug/m3 LC","20","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/10/2020","AQS","130590002","24","5.7","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/11/2020","AQS","130590002","24","4.3","ug/m3 LC","24","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/12/2020","AQS","130590002","24","5.9","ug/m3 LC","33","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/13/2020","AQS","130590002","24","6.2","ug/m3 LC","34","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/14/2020","AQS","130590002","24","9","ug/m3 LC","50","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/15/2020","AQS","130590002","24","9.5","ug/m3 LC","52","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/16/2020","AQS","130590002","24","3.2","ug/m3 LC","18","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/17/2020","AQS","130590002","24","2.6","ug/m3 LC","14","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/18/2020","AQS","130590002","24","4.4","ug/m3 LC","24","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/19/2020","AQS","130590002","24","11","ug/m3 LC","55","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/20/2020","AQS","130590002","24","9.3","ug/m3 LC","51","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/21/2020","AQS","130590002","24","13.2","ug/m3 LC","59","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/22/2020","AQS","130590002","24","13.4","ug/m3 LC","59","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/23/2020","AQS","130590002","24","6","ug/m3 LC","33","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/24/2020","AQS","130590002","24","6.6","ug/m3 LC","37","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/25/2020","AQS","130590002","24","5.8","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/26/2020","AQS","130590002","24","5.7","ug/m3 LC","32","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/27/2020","AQS","130590002","24","7.6","ug/m3 LC","42","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/28/2020","AQS","130590002","24","8.1","ug/m3 LC","45","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/29/2020","AQS","130590002","24","6.4","ug/m3 LC","36","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"11/30/2020","AQS","130590002","24","2","ug/m3 LC","11","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"12/01/2020","AQS","130590002","24","4.4","ug/m3 LC","24","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"12/02/2020","AQS","130590002","24","6","ug/m3 LC","33","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"12/03/2020","AQS","130590002","24","9.3","ug/m3 LC","51","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"12/04/2020","AQS","130590002","24","8","ug/m3 LC","44","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"12/05/2020","AQS","130590002","24","6.2","ug/m3 LC","34","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
"12/06/2020","AQS","130590002","24","8.9","ug/m3 LC","49","Athens","1","100.0000","88101","PM2.5 - Local Conditions","736","Teledyne T640 at 5.0 LPM (Corrected)","12020","Athens-Clarke County, GA","13","Georgia","059","Clarke","33.91813699186","-83.3443853953649"
